Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
CheckBookingConflicts-1653946514135,1,195,195,195,195,195,195,195,0.000%,5.12821,8.88,8.64
GetLocations-1653946513998,1,336,336,336,336,336,336,336,0.000%,2.97619,6.01,4.89
SelectLocation-1653946513926,1,410,410,410,410,410,410,410,0.000%,2.43902,4.93,4.17
CheckBookingConflicts-1653946513998,1,340,340,340,340,340,340,340,0.000%,2.94118,5.09,4.96
GetLocations-1653946514130,1,207,207,207,207,207,207,207,0.000%,4.83092,9.76,7.94
GetLocations-1653946514105,1,234,234,234,234,234,234,234,0.000%,4.27350,8.63,7.03
LoginCheck-1653946514205,1,143,143,143,143,143,143,143,0.000%,6.99301,8.19,14.07
CheckBookingsDateType-1653946514110,1,242,242,242,242,242,242,242,0.000%,4.13223,5.17,7.00
LoginUser-1653946514080,1,272,272,272,272,272,272,272,0.000%,3.67647,5.76,5.73
GetLocations-1653946514066,1,291,291,291,291,291,291,291,0.000%,3.43643,6.94,5.65
DashboardRoute-1653946512378,1,1983,1983,1983,1983,1983,1983,1983,0.000%,.50429,41.29,0.62
CheckBookingConflicts-1653946514220,1,151,151,151,151,151,151,151,0.000%,6.62252,11.47,11.16
CheckBookingConflicts-1653946514217,1,160,160,160,160,160,160,160,0.000%,6.25000,10.82,10.53
CheckBookingsDateType-1653946514122,1,259,259,259,259,259,259,259,0.000%,3.86100,4.83,6.54
SelectLocationPath-1653946514314,1,73,73,73,73,73,73,73,0.000%,13.69863,46.29,22.97
GetLocations-1653946514166,1,230,230,230,230,230,230,230,0.000%,4.34783,8.78,7.15
SelectLocationPath-1653946514327,1,73,73,73,73,73,73,73,0.000%,13.69863,46.29,22.97
CheckBookingConflicts-1653946514186,1,217,217,217,217,217,217,217,0.000%,4.60829,7.98,7.77
LoginCheck-1653946514246,1,166,166,166,166,166,166,166,0.000%,6.02410,7.05,12.12
CheckBookingConflicts-1653946514227,1,187,187,187,187,187,187,187,0.000%,5.34759,9.26,9.01
DeleteBooking-1653946514174,2,248,242,254,254,254,242,254,0.000%,7.87402,37.56,25.88
SelectLocationPath-1653946514364,1,73,73,73,73,73,73,73,0.000%,13.69863,46.29,22.97
GetLocations-1653946514281,1,159,159,159,159,159,159,159,0.000%,6.28931,12.70,10.34
SelectLocation-1653946514242,1,204,204,204,204,204,204,204,0.000%,4.90196,9.91,8.38
SelectLocationPath-1653946514384,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
GetLocationsInRange-1653946514288,1,167,167,167,167,167,167,167,0.000%,5.98802,8.48,10.32
MyBookings-1653946514264,1,191,191,191,191,191,191,191,0.000%,5.23560,9.60,8.32
SelectLocationPath-1653946514383,1,73,73,73,73,73,73,73,0.000%,13.69863,46.29,22.97
DeleteBooking-1653946514203,1,257,257,257,257,257,257,257,0.000%,3.89105,18.56,12.79
BookBookable-1653946514246,1,225,225,225,225,225,225,225,0.000%,4.44444,19.57,14.46
CheckBookingsDateType-1653946514299,1,175,175,175,175,175,175,175,0.000%,5.71429,7.14,9.68
LoginUser-1653946514305,1,170,170,170,170,170,170,170,0.000%,5.88235,9.22,9.16
BookBookable-1653946514238,1,253,253,253,253,253,253,253,0.000%,3.95257,17.40,12.86
SelectLocation-1653946514246,1,249,249,249,249,249,249,249,0.000%,4.01606,8.12,6.87
MyBookings-1653946514353,1,156,156,156,156,156,156,156,0.000%,6.41026,11.75,10.19
LoginUser-1653946514332,1,192,192,192,192,192,192,192,0.000%,5.20833,8.16,8.11
LoginCheck-1653946514371,1,158,158,158,158,158,158,158,0.000%,6.32911,7.41,12.74
CheckBookingsDateType-1653946514315,1,223,223,223,223,223,223,223,0.000%,4.48430,5.61,7.60
LoginUser-1653946514342,1,203,203,203,203,203,203,203,0.000%,4.92611,7.72,7.67
CheckBookingConflicts-1653946514331,1,226,226,226,226,226,226,226,0.000%,4.42478,7.66,7.46
CheckBookingConflicts-1653946514363,1,204,204,204,204,204,204,204,0.000%,4.90196,8.49,8.26
LoginCheck-1653946514382,1,187,187,187,187,187,187,187,0.000%,5.34759,6.26,10.76
GetLocationsInRange-1653946514345,1,254,254,254,254,254,254,254,0.000%,3.93701,5.57,6.79
BookBookable-1653946514391,1,209,209,209,209,209,209,209,0.000%,4.78469,21.07,15.56
CheckBookingsDateType-1653946514328,1,297,297,297,297,297,297,297,0.000%,3.36700,4.21,5.70
SelectLocationPath-1653946514550,1,80,80,80,80,80,80,80,0.000%,12.50000,42.24,20.96
GetLocations-1653946514371,1,264,264,264,264,264,264,264,0.000%,3.78788,7.65,6.23
CheckBookingConflicts-1653946514420,1,219,219,219,219,219,219,219,0.000%,4.56621,7.91,7.70
SelectLocation-1653946514324,1,314,314,314,314,314,314,314,0.000%,3.18471,6.44,5.45
CheckBookingConflicts-1653946514414,1,231,231,231,231,231,231,231,0.000%,4.32900,7.50,7.30
SelectLocationPath-1653946514581,1,71,71,71,71,71,71,71,0.000%,14.08451,47.59,23.62
GetLocationsInRange-1653946514374,1,278,278,278,278,278,278,278,0.000%,3.59712,5.09,6.20
LoginUser-1653946514374,1,283,283,283,283,283,283,283,0.000%,3.53357,5.54,5.50
BookBookable-1653946514425,1,231,231,231,231,231,231,231,0.000%,4.32900,19.06,14.08
CheckBookingConflicts-1653946514383,1,279,279,279,279,279,279,279,0.000%,3.58423,6.21,6.04
LoginUser-1653946514426,1,236,236,236,236,236,236,236,0.000%,4.23729,6.64,6.60
GetLocations-1653946514444,1,224,224,224,224,224,224,224,0.000%,4.46429,9.02,7.34
CheckBookingConflicts-1653946514467,1,203,203,203,203,203,203,203,0.000%,4.92611,8.53,8.30
GetLocationsInRange-1653946514430,1,255,255,255,255,255,255,255,0.000%,3.92157,5.55,6.76
CheckBookingsDateType-1653946514546,1,142,142,142,142,142,142,142,0.000%,7.04225,8.80,11.93
GetLocationsInRange-1653946514454,1,241,241,241,241,241,241,241,0.000%,4.14938,5.88,7.15
GetLocations-1653946514432,1,267,267,267,267,267,267,267,0.000%,3.74532,7.56,6.16
CheckBookingConflicts-1653946514374,1,329,329,329,329,329,329,329,0.000%,3.03951,5.26,5.12
LoginUser-1653946514566,1,139,139,139,139,139,139,139,0.000%,7.19424,11.28,11.21
GetLocationsInRange-1653946514521,1,196,196,196,196,196,196,196,0.000%,5.10204,7.22,8.79
GetLocationsInRange-1653946514361,1,366,366,366,366,366,366,366,0.000%,2.73224,3.87,4.71
SelectLocationPath-1653946514662,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
DeleteBooking-1653946514365,1,372,372,372,372,372,372,372,0.000%,2.68817,12.82,8.83
CheckBookingsDateType-1653946514397,1,343,343,343,343,343,343,343,0.000%,2.91545,3.64,4.94
MyBookings-1653946514497,1,243,243,243,243,243,243,243,0.000%,4.11523,7.54,6.54
GetLocations-1653946514438,1,306,306,306,306,306,306,306,0.000%,3.26797,6.60,5.37
MyBookings-1653946514535,1,214,214,214,214,214,214,214,0.000%,4.67290,8.57,7.43
DeleteBooking-1653946514542,1,214,214,214,214,214,214,214,0.000%,4.67290,22.29,15.36
BookBookable-1653946514499,1,258,258,258,258,258,258,258,0.000%,3.87597,17.07,12.61
LoginUser-1653946514484,1,273,273,273,273,273,273,273,0.000%,3.66300,5.74,5.71
BookBookable-1653946514343,1,414,414,414,414,414,414,414,0.000%,2.41546,10.64,7.86
GetLocations-1653946514405,1,356,356,356,356,356,356,356,0.000%,2.80899,5.67,4.62
BookBookable-1653946514409,1,366,366,366,366,366,366,366,0.000%,2.73224,12.03,8.89
CheckBookingConflicts-1653946514566,1,219,219,219,219,219,219,219,0.000%,4.56621,7.91,7.70
DeleteBooking-1653946514491,1,294,294,294,294,294,294,294,0.000%,3.40136,16.22,11.18
MyBookings-1653946514644,1,144,144,144,144,144,144,144,0.000%,6.94444,12.73,11.04
GetLocationsInRange-1653946514446,1,348,348,348,348,348,348,348,0.000%,2.87356,4.07,4.95
CheckBookingConflicts-1653946514601,1,193,193,193,193,193,193,193,0.000%,5.18135,8.97,8.73
CheckBookingsDateType-1653946514572,1,225,225,225,225,225,225,225,0.000%,4.44444,5.56,7.53
BookBookable-1653946514456,1,343,343,343,343,343,343,343,0.000%,2.91545,12.84,9.48
GetLocations-1653946514503,1,301,301,301,301,301,301,301,0.000%,3.32226,6.71,5.46
SelectLocation-1653946514535,1,281,281,281,281,281,281,281,0.000%,3.55872,7.19,6.09
CheckBookingsDateType-1653946514616,1,213,213,213,213,213,213,213,0.000%,4.69484,5.87,7.95
GetLocations-1653946514638,1,193,193,193,193,193,193,193,0.000%,5.18135,10.46,8.52
CheckBookingConflicts-1653946514634,1,219,219,219,219,219,219,219,0.000%,4.56621,7.91,7.70
LoginUser-1653946514672,1,189,189,189,189,189,189,189,0.000%,5.29101,8.29,8.24
BookBookable-1653946514521,1,347,347,347,347,347,347,347,0.000%,2.88184,12.69,9.37
GetLocations-1653946514688,1,190,190,190,190,190,190,190,0.000%,5.26316,10.63,8.66
GetLocationsInRange-1653946514730,1,153,153,153,153,153,153,153,0.000%,6.53595,9.26,11.27
GetLocationsInRange-1653946514688,1,198,198,198,198,198,198,198,0.000%,5.05051,7.15,8.71
SelectLocationPath-1653946514818,1,72,72,72,72,72,72,72,0.000%,13.88889,46.93,23.29
CheckBookingsDateType-1653946514707,1,182,182,182,182,182,182,182,0.000%,5.49451,6.87,9.31
GetLocations-1653946514723,1,185,185,185,185,185,185,185,0.000%,5.40541,10.92,8.89
GetLocations-1653946514648,1,260,260,260,260,260,260,260,0.000%,3.84615,7.77,6.33
BookBookable-1653946514677,1,235,235,235,235,235,235,235,0.000%,4.25532,18.74,13.84
CheckBookingsDateType-1653946514698,1,232,232,232,232,232,232,232,0.000%,4.31034,5.39,7.30
GetLocations-1653946514698,1,239,239,239,239,239,239,239,0.000%,4.18410,8.45,6.88
GetLocationsInRange-1653946514762,1,194,194,194,194,194,194,194,0.000%,5.15464,7.30,8.88
SelectLocation-1653946514616,1,345,345,345,345,345,345,345,0.000%,2.89855,5.86,4.96
BookBookable-1653946514716,1,246,246,246,246,246,246,246,0.000%,4.06504,17.90,13.22
CheckBookingConflicts-1653946514773,1,204,204,204,204,204,204,204,0.000%,4.90196,8.49,8.26
CheckBookingsDateType-1653946514759,1,229,229,229,229,229,229,229,0.000%,4.36681,5.46,7.40
GetLocations-1653946514716,1,281,281,281,281,281,281,281,0.000%,3.55872,7.19,5.85
MyBookings-1653946514846,1,171,171,171,171,171,171,171,0.000%,5.84795,10.72,9.30
MyBookings-1653946514841,1,180,180,180,180,180,180,180,0.000%,5.55556,10.18,8.83
DeleteBooking-1653946514765,1,256,256,256,256,256,256,256,0.000%,3.90625,18.63,12.84
MyBookings-1653946514753,1,271,271,271,271,271,271,271,0.000%,3.69004,6.76,5.87
MyBookings-1653946514805,1,221,221,221,221,221,221,221,0.000%,4.52489,8.29,7.19
CheckBookingsDateType-1653946514784,1,252,252,252,252,252,252,252,0.000%,3.96825,4.96,6.72
MyBookings-1653946514851,1,187,187,187,187,187,187,187,0.000%,5.34759,9.80,8.50
GetLocationsInRange-1653946514809,1,242,242,242,242,242,242,242,0.000%,4.13223,5.85,7.12
GetLocationsInRange-1653946514853,1,202,202,202,202,202,202,202,0.000%,4.95050,7.01,8.53
DeleteBooking-1653946514834,1,225,225,225,225,225,225,225,0.000%,4.44444,21.20,14.61
CheckBookingConflicts-1653946514846,1,221,221,221,221,221,221,221,0.000%,4.52489,7.83,7.63
CheckBookingConflicts-1653946514865,1,205,205,205,205,205,205,205,0.000%,4.87805,8.45,8.22
SelectLocationPath-1653946515004,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
CheckBookingConflicts-1653946514814,1,272,272,272,272,272,272,272,0.000%,3.67647,6.37,6.20
BookBookable-1653946514831,1,256,256,256,256,256,256,256,0.000%,3.90625,17.20,12.71
GetLocations-1653946514823,1,265,265,265,265,265,265,265,0.000%,3.77358,7.62,6.21
SelectLocation-1653946514747,1,355,355,355,355,355,355,355,0.000%,2.81690,5.69,4.82
GetLocations-1653946514734,1,373,373,373,373,373,373,373,0.000%,2.68097,5.41,4.41
SelectLocation-1653946514780,1,331,331,331,331,331,331,331,0.000%,3.02115,6.11,5.17
GetLocationsInRange-1653946514841,1,270,270,270,270,270,270,270,0.000%,3.70370,5.24,6.38
SelectLocation-1653946514790,1,345,345,345,345,345,345,345,0.000%,2.89855,5.86,4.96
GetLocations-1653946514883,2,295,257,334,334,334,257,334,0.000%,5.98802,12.09,9.85
SelectLocation-1653946514734,1,409,409,409,409,409,409,409,0.000%,2.44499,4.94,4.18
GetLocationsInRange-1653946514877,1,270,270,270,270,270,270,270,0.000%,3.70370,5.24,6.38
DeleteBooking-1653946514888,1,270,270,270,270,270,270,270,0.000%,3.70370,17.66,12.17
CheckBookingsDateType-1653946514914,1,250,250,250,250,250,250,250,0.000%,4.00000,5.00,6.78
GetLocationsInRange-1653946514909,1,254,254,254,254,254,254,254,0.000%,3.93701,5.57,6.79
SelectLocation-1653946514823,1,354,354,354,354,354,354,354,0.000%,2.82486,5.71,4.83
SelectLocation-1653946514818,1,360,360,360,360,360,360,360,0.000%,2.77778,5.62,4.75
GetLocationsInRange-1653946514915,1,263,263,263,263,263,263,263,0.000%,3.80228,5.38,6.55
CheckBookingConflicts-1653946514994,1,185,185,185,185,185,185,185,0.000%,5.40541,9.36,9.11
CheckBookingConflicts-1653946515014,1,169,169,169,169,169,169,169,0.000%,5.91716,10.25,9.97
CheckBookingConflicts-1653946514982,1,210,210,210,210,210,210,210,0.000%,4.76190,8.24,8.03
MyBookings-1653946514877,1,318,318,318,318,318,318,318,0.000%,3.14465,5.76,5.00
SelectLocationPath-1653946515123,1,71,71,71,71,71,71,71,0.000%,14.08451,47.59,23.62
SelectLocationPath-1653946515138,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
SelectLocation-1653946514964,1,257,257,257,257,257,257,257,0.000%,3.89105,7.87,6.65
GetLocationsInRange-1653946514950,1,272,272,272,272,272,272,272,0.000%,3.67647,5.21,6.34
MyBookings-1653946514982,2,248,242,254,254,254,242,254,0.000%,7.87402,14.43,12.52
SelectLocationPath-1653946515165,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
GetLocationsInRange-1653946514977,1,262,262,262,262,262,262,262,0.000%,3.81679,5.40,6.58
GetLocations-1653946515009,1,236,236,236,236,236,236,236,0.000%,4.23729,8.56,6.97
SelectLocation-1653946514976,1,290,290,290,290,290,290,290,0.000%,3.44828,6.97,5.90
BookBookable-1653946514977,1,292,292,292,292,292,292,292,0.000%,3.42466,15.08,11.14
GetLocationsInRange-1653946515084,1,185,185,185,185,185,185,185,0.000%,5.40541,7.65,9.32
CheckBookingConflicts-1653946515067,1,204,204,204,204,204,204,204,0.000%,4.90196,8.49,8.26
DeleteBooking-1653946515044,1,232,232,232,232,232,232,232,0.000%,4.31034,20.56,14.16
MyBookings-1653946515099,1,185,185,185,185,185,185,185,0.000%,5.40541,9.91,8.59
GetLocations-1653946515089,1,206,206,206,206,206,206,206,0.000%,4.85437,9.80,7.98
SelectLocationPath-1653946515222,2,76,73,79,79,79,73,79,0.000%,25.31646,85.54,42.45
SelectLocationPath-1653946515230,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
GetLocationsInRange-1653946515132,1,169,169,169,169,169,169,169,0.000%,5.91716,8.38,10.20
GetLocations-1653946515110,1,205,205,205,205,205,205,205,0.000%,4.87805,9.85,8.02
SelectLocation-1653946515099,1,226,226,226,226,226,226,226,0.000%,4.42478,8.94,7.57
DeleteBooking-1653946515094,1,231,231,231,231,231,231,231,0.000%,4.32900,20.65,14.23
DeleteBooking-1653946515045,1,284,284,284,284,284,284,284,0.000%,3.52113,16.79,11.57
SelectLocation-1653946514927,1,406,406,406,406,406,406,406,0.000%,2.46305,4.98,4.21
DeleteBooking-1653946515114,1,228,228,228,228,228,228,228,0.000%,4.38596,20.92,14.41
SelectLocationPath-1653946515272,1,76,76,76,76,76,76,76,0.000%,13.15789,44.46,22.06
GetLocationsInRange-1653946515118,1,239,239,239,239,239,239,239,0.000%,4.18410,5.92,7.21
DeleteBooking-1653946515086,1,272,272,272,272,272,272,272,0.000%,3.67647,17.54,12.08
CheckBookingConflicts-1653946515191,1,179,179,179,179,179,179,179,0.000%,5.58659,9.67,9.42
SelectLocationPath-1653946515302,1,71,71,71,71,71,71,71,0.000%,14.08451,47.59,23.62
GetLocationsInRange-1653946515196,1,189,189,189,189,189,189,189,0.000%,5.29101,7.49,9.12
GetLocations-1653946515207,1,180,180,180,180,180,180,180,0.000%,5.55556,11.22,9.14
SelectLocation-1653946515195,1,195,195,195,195,195,195,195,0.000%,5.12821,10.37,8.77
BookBookable-1653946515150,1,242,242,242,242,242,242,242,0.000%,4.13223,18.20,13.44
SelectLocation-1653946515150,1,255,255,255,255,255,255,255,0.000%,3.92157,7.93,6.71
SelectLocation-1653946515248,1,159,159,159,159,159,159,159,0.000%,6.28931,12.71,10.75
GetLocations-1653946515185,1,224,224,224,224,224,224,224,0.000%,4.46429,9.02,7.34
DeleteBooking-1653946515234,1,194,194,194,194,194,194,194,0.000%,5.15464,24.59,16.94
SelectLocation-1653946515244,1,201,201,201,201,201,201,201,0.000%,4.97512,10.06,8.51
MyBookings-1653946515310,1,140,140,140,140,140,140,140,0.000%,7.14286,13.09,11.36
BookBookable-1653946515234,1,221,221,221,221,221,221,221,0.000%,4.52489,19.92,14.72
SelectLocationPath-1653946515388,1,77,77,77,77,77,77,77,0.000%,12.98701,43.88,21.78
GetLocationsInRange-1653946515298,1,179,179,179,179,179,179,179,0.000%,5.58659,7.91,9.63
BookBookable-1653946515264,1,221,221,221,221,221,221,221,0.000%,4.52489,19.92,14.72
SelectLocation-1653946515211,1,279,279,279,279,279,279,279,0.000%,3.58423,7.25,6.13
GetLocations-1653946515278,1,214,214,214,214,214,214,214,0.000%,4.67290,9.44,7.68
SelectLocationPath-1653946515421,1,72,72,72,72,72,72,72,0.000%,13.88889,46.93,23.29
GetLocations-1653946515272,1,225,225,225,225,225,225,225,0.000%,4.44444,8.98,7.31
DeleteBooking-1653946515280,1,225,225,225,225,225,225,225,0.000%,4.44444,21.20,14.61
BookBookable-1653946515222,1,285,285,285,285,285,285,285,0.000%,3.50877,15.45,11.41
GetLocationsInRange-1653946515267,1,243,243,243,243,243,243,243,0.000%,4.11523,5.83,7.09
DeleteBooking-1653946515278,1,236,236,236,236,236,236,236,0.000%,4.23729,20.21,13.92
SelectLocation-1653946515310,1,203,203,203,203,203,203,203,0.000%,4.92611,9.96,8.42
SelectLocation-1653946515278,1,237,237,237,237,237,237,237,0.000%,4.21941,8.53,7.22
GetLocationsInRange-1653946515338,1,179,179,179,179,179,179,179,0.000%,5.58659,7.91,9.63
GetLocations-1653946515331,1,195,195,195,195,195,195,195,0.000%,5.12821,10.36,8.43
SelectLocationPath-1653946515456,1,72,72,72,72,72,72,72,0.000%,13.88889,46.93,23.29
SelectLocation-1653946515329,1,201,201,201,201,201,201,201,0.000%,4.97512,10.06,8.51
SelectLocationPath-1653946515462,1,71,71,71,71,71,71,71,0.000%,14.08451,47.59,23.62
BookBookable-1653946515310,1,226,226,226,226,226,226,226,0.000%,4.42478,19.48,14.39
GetLocations-1653946515395,1,142,142,142,142,142,142,142,0.000%,7.04225,14.22,11.58
GetLocationsInRange-1653946515355,1,184,184,184,184,184,184,184,0.000%,5.43478,7.70,9.37
SelectLocation-1653946515345,1,198,198,198,198,198,198,198,0.000%,5.05051,10.21,8.64
DeleteBooking-1653946515344,1,211,211,211,211,211,211,211,0.000%,4.73934,22.60,15.57
SelectLocation-1653946515366,1,191,191,191,191,191,191,191,0.000%,5.23560,10.58,8.95
MyBookings-1653946515442,1,125,125,125,125,125,125,125,0.000%,8.00000,14.66,12.72
SelectLocationPath-1653946515498,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
GetLocationsInRange-1653946515448,1,129,129,129,129,129,129,129,0.000%,7.75194,10.98,13.36
BookBookable-1653946515388,1,195,195,195,195,195,195,195,0.000%,5.12821,22.58,16.68
BookBookable-1653946515344,1,238,238,238,238,238,238,238,0.000%,4.20168,18.50,13.67
SelectLocation-1653946515442,1,142,142,142,142,142,142,142,0.000%,7.04225,14.24,12.04
MyBookings-1653946515486,1,108,108,108,108,108,108,108,0.000%,9.25926,16.97,14.72
MyBookings-1653946515478,1,119,119,119,119,119,119,119,0.000%,8.40336,15.40,13.36
GetLocationsInRange-1653946515484,1,113,113,113,113,113,113,113,0.000%,8.84956,12.53,15.25
BookBookable-1653946515406,1,202,202,202,202,202,202,202,0.000%,4.95050,21.80,16.10
SelectLocationPath-1653946515534,1,74,74,74,74,74,74,74,0.000%,13.51351,45.66,22.66
MyBookings-1653946515510,1,102,102,102,102,102,102,102,0.000%,9.80392,17.97,15.59
GetLocationsInRange-1653946515511,1,117,117,117,117,117,117,117,0.000%,8.54701,12.10,14.73
BookBookable-1653946515467,1,167,167,167,167,167,167,167,0.000%,5.98802,26.37,19.48
SelectLocationPath-1653946515560,1,83,83,83,83,83,83,83,0.000%,12.04819,40.71,20.20
SelectLocationPath-1653946515565,1,78,78,78,78,78,78,78,0.000%,12.82051,43.32,21.50
SelectLocationPath-1653946515564,1,80,80,80,80,80,80,80,0.000%,12.50000,42.24,20.96
SelectLocationPath-1653946515571,1,78,78,78,78,78,78,78,0.000%,12.82051,43.32,21.50
GetLocationsInRange-1653946515538,1,117,117,117,117,117,117,117,0.000%,8.54701,12.10,14.73
DeleteBooking-1653946515464,1,193,193,193,193,193,193,193,0.000%,5.18135,24.71,17.03
SelectLocation-1653946515530,1,127,127,127,127,127,127,127,0.000%,7.87402,15.92,13.46
SelectLocationPath-1653946515591,1,71,71,71,71,71,71,71,0.000%,14.08451,47.59,23.62
BookBookable-1653946515495,1,174,174,174,174,174,174,174,0.000%,5.74713,25.31,18.69
SelectLocation-1653946515542,1,128,128,128,128,128,128,128,0.000%,7.81250,15.79,13.36
SelectLocation-1653946515560,1,124,124,124,124,124,124,124,0.000%,8.06452,16.30,13.79
SelectLocationPath-1653946515615,1,71,71,71,71,71,71,71,0.000%,14.08451,47.59,23.62
MyBookings-1653946515590,2,103,102,105,105,105,102,105,0.000%,19.04762,34.91,30.28
SelectLocationPath-1653946515639,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
BookBookable-1653946515550,1,167,167,167,167,167,167,167,0.000%,5.98802,26.37,19.48
SelectLocation-1653946515607,1,121,121,121,121,121,121,121,0.000%,8.26446,16.71,14.13
BookBookable-1653946515564,1,175,175,175,175,175,175,175,0.000%,5.71429,25.16,18.59
GetLocationsInRange-1653946515622,1,125,125,125,125,125,125,125,0.000%,8.00000,11.33,13.79
BookBookable-1653946515582,1,165,165,165,165,165,165,165,0.000%,6.06061,26.69,19.71
SelectLocationPath-1653946515679,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
GetLocationsInRange-1653946515638,1,125,125,125,125,125,125,125,0.000%,8.00000,11.33,13.79
DeleteBooking-1653946515614,1,167,167,167,167,167,167,167,0.000%,5.98802,28.56,19.68
SelectLocation-1653946515648,1,133,133,133,133,133,133,133,0.000%,7.51880,15.20,12.86
DeleteBooking-1653946515624,1,167,167,167,167,167,167,167,0.000%,5.98802,28.56,19.68
SelectLocationPath-1653946515727,1,74,74,74,74,74,74,74,0.000%,13.51351,45.66,22.66
MyBookings-1653946515674,1,128,128,128,128,128,128,128,0.000%,7.81250,14.32,12.42
SelectLocation-1653946515634,1,172,172,172,172,172,172,172,0.000%,5.81395,11.75,9.94
MyBookings-1653946515683,1,131,131,131,131,131,131,131,0.000%,7.63359,13.99,12.14
BookBookable-1653946515634,1,182,182,182,182,182,182,182,0.000%,5.49451,24.19,17.87
BookBookable-1653946515640,1,175,175,175,175,175,175,175,0.000%,5.71429,25.16,18.59
SelectLocationPath-1653946515744,1,73,73,73,73,73,73,73,0.000%,13.69863,46.29,22.97
MyBookings-1653946515718,1,108,108,108,108,108,108,108,0.000%,9.25926,16.97,14.72
DeleteBooking-1653946515658,1,176,176,176,176,176,176,176,0.000%,5.68182,27.10,18.67
DeleteBooking-1653946515667,1,173,173,173,173,173,173,173,0.000%,5.78035,27.57,18.99
SelectLocationPath-1653946515767,1,74,74,74,74,74,74,74,0.000%,13.51351,45.66,22.66
SelectLocation-1653946515683,1,163,163,163,163,163,163,163,0.000%,6.13497,12.40,10.49
BookBookable-1653946515692,1,167,167,167,167,167,167,167,0.000%,5.98802,26.37,19.48
SelectLocation-1653946515727,1,134,134,134,134,134,134,134,0.000%,7.46269,15.09,12.76
BookBookable-1653946515679,1,184,184,184,184,184,184,184,0.000%,5.43478,23.93,17.68
MyBookings-1653946515774,1,106,106,106,106,106,106,106,0.000%,9.43396,17.29,15.00
MyBookings-1653946515772,1,123,123,123,123,123,123,123,0.000%,8.13008,14.90,12.93
MyBookings-1653946515798,1,99,99,99,99,99,99,99,0.000%,10.10101,18.52,16.06
DeleteBooking-1653946515718,1,179,179,179,179,179,179,179,0.000%,5.58659,26.65,18.36
SelectLocation-1653946515774,1,127,127,127,127,127,127,127,0.000%,7.87402,15.92,13.46
BookBookable-1653946515725,1,178,178,178,178,178,178,178,0.000%,5.61798,24.74,18.27
DeleteBooking-1653946515714,1,190,190,190,190,190,190,190,0.000%,5.26316,25.10,17.30
MyBookings-1653946515812,1,100,100,100,100,100,100,100,0.000%,10.00000,18.33,15.90
BookBookable-1653946515744,2,180,180,181,181,181,180,181,0.000%,11.04972,48.66,35.94
SelectLocationPath-1653946515854,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
BookBookable-1653946515757,1,170,170,170,170,170,170,170,0.000%,5.88235,25.90,19.13
SelectLocation-1653946515822,1,121,121,121,121,121,121,121,0.000%,8.26446,16.71,14.13
BookBookable-1653946515764,1,183,183,183,183,183,183,183,0.000%,5.46448,24.06,17.78
BookBookable-1653946515771,1,177,177,177,177,177,177,177,0.000%,5.64972,24.88,18.38
SelectLocationPath-1653946515881,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
SelectLocationPath-1653946515878,1,78,78,78,78,78,78,78,0.000%,12.82051,43.32,21.50
MyBookings-1653946515860,1,100,100,100,100,100,100,100,0.000%,10.00000,18.33,15.90
MyBookings-1653946515862,1,101,101,101,101,101,101,101,0.000%,9.90099,18.15,15.74
DeleteBooking-1653946515818,1,173,173,173,173,173,173,173,0.000%,5.78035,27.57,18.99
MyBookings-1653946515899,1,94,94,94,94,94,94,94,0.000%,10.63830,19.50,16.91
DeleteBooking-1653946515825,1,168,168,168,168,168,168,168,0.000%,5.95238,28.39,19.56
SelectLocationPath-1653946515942,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
BookBookable-1653946515856,1,169,169,169,169,169,169,169,0.000%,5.91716,26.06,19.25
BookBookable-1653946515863,1,163,163,163,163,163,163,163,0.000%,6.13497,27.01,19.96
SelectLocationPath-1653946515960,1,68,68,68,68,68,68,68,0.000%,14.70588,49.69,24.66
MyBookings-1653946515955,1,102,102,102,102,102,102,102,0.000%,9.80392,17.97,15.59
MyBookings-1653946515963,1,100,100,100,100,100,100,100,0.000%,10.00000,18.33,15.90
MyBookings-1653946515968,1,102,102,102,102,102,102,102,0.000%,9.80392,17.97,15.59
SelectLocationPath-1653946516001,1,74,74,74,74,74,74,74,0.000%,13.51351,45.66,22.66
MyBookings-1653946515981,1,106,106,106,106,106,106,106,0.000%,9.43396,17.29,15.00
DeleteBooking-1653946515917,1,174,174,174,174,174,174,174,0.000%,5.74713,27.41,18.89
DeleteBooking-1653946515930,1,165,165,165,165,165,165,165,0.000%,6.06061,28.91,19.92
